time, Futek, ENCL, ENCR, X, Y, Z, W 
2.5777 ,8341910 ,-120 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.5882 ,8342723 ,-120 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.5985 ,8341906 ,-120 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.6089 ,8341868 ,-120 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.6197 ,8341975 ,-120 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.6304 ,8342076 ,-120 ,0 ,-0.121948242188 ,0.0177001953125 ,-0.945922851562 ,-0.300109863281
2.6411 ,8341619 ,-120 ,0 ,-0.122009277344 ,0.0177612304688 ,-0.945922851562 ,-0.300109863281
2.6522 ,8342110 ,-120 ,0 ,-0.122009277344 ,0.0177612304688 ,-0.945922851562 ,-0.300048828125
2.6696 ,8342318 ,-120 ,0 ,-0.122009277344 ,0.0177612304688 ,-0.945983886719 ,-0.299926757812
2.6803 ,8341678 ,-120 ,0 ,-0.121948242188 ,0.0177612304688 ,-0.945983886719 ,-0.299865722656
2.691 ,8342020 ,-120 ,0 ,-0.121826171875 ,0.0177001953125 ,-0.945983886719 ,-0.299865722656
2.702 ,8342020 ,-120 ,0 ,-0.122009277344 ,0.0177612304688 ,-0.945983886719 ,-0.299865722656
2.7197 ,8342404 ,-120 ,0 ,-0.122131347656 ,0.017822265625 ,-0.945983886719 ,-0.299865722656
2.7307 ,8342363 ,-120 ,0 ,-0.122192382812 ,0.017822265625 ,-0.945922851562 ,-0.299865722656
2.7414 ,8341823 ,-120 ,0 ,-0.122131347656 ,0.017822265625 ,-0.945983886719 ,-0.299865722656
2.7523 ,8341608 ,-120 ,0 ,-0.122009277344 ,0.0177612304688 ,-0.945983886719 ,-0.299865722656
2.7696 ,8342325 ,-120 ,0 ,-0.121948242188 ,0.0177612304688 ,-0.945983886719 ,-0.299865722656
2.7804 ,8341529 ,-120 ,0 ,-0.121765136719 ,0.0177001953125 ,-0.945983886719 ,-0.299865722656
2.7911 ,8341837 ,-120 ,0 ,-0.121704101562 ,0.0177001953125 ,-0.945983886719 ,-0.299865722656
2.802 ,8341837 ,-120 ,0 ,-0.121826171875 ,0.0177001953125 ,-0.945983886719 ,-0.299865722656
2.8193 ,8341588 ,-120 ,0 ,-0.121948242188 ,0.0177612304688 ,-0.945983886719 ,-0.299865722656
2.83 ,8342079 ,-120 ,0 ,-0.1220703125 ,0.017822265625 ,-0.945983886719 ,-0.2998046875
2.8407 ,8341916 ,-120 ,0 ,-0.122131347656 ,0.017822265625 ,-0.945983886719 ,-0.2998046875
2.8514 ,8342505 ,-120 ,0 ,-0.122131347656 ,0.017822265625 ,-0.945983886719 ,-0.2998046875
2.8625 ,8341840 ,-120 ,0 ,-0.122009277344 ,0.0177612304688 ,-0.945983886719 ,-0.2998046875
2.8769 ,8341865 ,-120 ,0 ,-0.122009277344 ,0.0177612304688 ,-0.945983886719 ,-0.2998046875
2.8876 ,8342069 ,-120 ,0 ,-0.122009277344 ,0.0177612304688 ,-0.945983886719 ,-0.2998046875
2.8983 ,8342041 ,-120 ,0 ,-0.121948242188 ,0.0177612304688 ,-0.945983886719 ,-0.2998046875
2.909 ,8342103 ,-120 ,0 ,-0.121887207031 ,0.0177612304688 ,-0.945983886719 ,-0.2998046875
2.9199 ,8341737 ,-120 ,0 ,-0.121887207031 ,0.0177612304688 ,-0.945983886719 ,-0.2998046875
2.9307 ,8341799 ,-120 ,0 ,-0.121948242188 ,0.0177612304688 ,-0.946044921875 ,-0.299743652344
2.9414 ,8341633 ,-120 ,0 ,-0.122009277344 ,0.017822265625 ,-0.946044921875 ,-0.299682617188
2.9522 ,8342017 ,-120 ,0 ,-0.122192382812 ,0.0178833007812 ,-0.946044921875 ,-0.299621582031
2.9699 ,8342228 ,-120 ,0 ,-0.122192382812 ,0.0178833007812 ,-0.946044921875 ,-0.299560546875
2.9807 ,8341816 ,-120 ,0 ,-0.122192382812 ,0.0178833007812 ,-0.946044921875 ,-0.299499511719
2.9914 ,8342602 ,-120 ,0 ,-0.122192382812 ,0.0179443359375 ,-0.946105957031 ,-0.299438476562
