time, Futek, ENCL, ENCR, X, Y, Z, W 
2.5782 ,8366360 ,-87 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.5887 ,8366304 ,-87 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.5992 ,8366304 ,-87 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.6109 ,8365723 ,-87 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.6216 ,8365872 ,-87 ,0 ,-0.0799560546875 ,0.0416259765625 ,0.967041015625 ,0.238037109375
2.6369 ,8365512 ,-87 ,0 ,-0.07958984375 ,0.0414428710938 ,0.966857910156 ,0.238952636719
2.6491 ,8365996 ,-87 ,-1 ,-0.0791625976562 ,0.041259765625 ,0.966674804688 ,0.239807128906
2.6598 ,8365581 ,-87 ,-1 ,-0.07861328125 ,0.0410766601562 ,0.966552734375 ,0.240661621094
2.6705 ,8365585 ,-87 ,-1 ,-0.0780029296875 ,0.0408325195312 ,0.966430664062 ,0.241394042969
2.6818 ,8365695 ,-87 ,-1 ,-0.0767822265625 ,0.0405883789062 ,0.966186523438 ,0.24267578125
2.6972 ,8365076 ,-87 ,-1 ,-0.0762329101562 ,0.04052734375 ,0.966125488281 ,0.2431640625
2.7081 ,8364775 ,-87 ,0 ,-0.0757446289062 ,0.04052734375 ,0.966064453125 ,0.243530273438
2.7195 ,8365090 ,-87 ,0 ,-0.0753784179688 ,0.04052734375 ,0.966064453125 ,0.243774414062
2.73 ,8364972 ,-87 ,0 ,-0.0753173828125 ,0.0405883789062 ,0.966003417969 ,0.244018554688
2.7408 ,8365180 ,-87 ,0 ,-0.0752563476562 ,0.0407104492188 ,0.965942382812 ,0.244079589844
2.7515 ,8365322 ,-87 ,0 ,-0.0752563476562 ,0.0408325195312 ,0.965942382812 ,0.244079589844
2.7622 ,8365273 ,-87 ,0 ,-0.0750122070312 ,0.041015625 ,0.965942382812 ,0.244140625
2.7771 ,8365758 ,-87 ,0 ,-0.07470703125 ,0.0410766601562 ,0.966003417969 ,0.244140625
2.7876 ,8365242 ,-87 ,0 ,-0.07421875 ,0.0410766601562 ,0.966003417969 ,0.244201660156
2.7983 ,8365121 ,-87 ,0 ,-0.07373046875 ,0.0410766601562 ,0.966064453125 ,0.244201660156
2.8091 ,8365339 ,-87 ,0 ,-0.0733032226562 ,0.0410766601562 ,0.966064453125 ,0.244262695312
2.8196 ,8365529 ,-87 ,0 ,-0.072998046875 ,0.0411376953125 ,0.966064453125 ,0.244384765625
2.83 ,8365041 ,-87 ,0 ,-0.0725708007812 ,0.0411376953125 ,0.966003417969 ,0.24462890625
2.8409 ,8365093 ,-87 ,0 ,-0.0720825195312 ,0.0411987304688 ,0.966003417969 ,0.244934082031
2.8521 ,8365813 ,-87 ,0 ,-0.0709838867188 ,0.0411376953125 ,0.965881347656 ,0.245544433594
2.8702 ,8365038 ,-87 ,0 ,-0.0704956054688 ,0.0411376953125 ,0.965881347656 ,0.245849609375
2.8804 ,8365377 ,-87 ,0 ,-0.070068359375 ,0.0411376953125 ,0.9658203125 ,0.246154785156
2.891 ,8365702 ,-87 ,0 ,-0.0695190429688 ,0.0411376953125 ,0.965759277344 ,0.246459960938
2.9017 ,8364768 ,-87 ,0 ,-0.0682373046875 ,0.0410766601562 ,0.965698242188 ,0.247131347656
2.92 ,8364180 ,-87 ,0 ,-0.067626953125 ,0.0409545898438 ,0.965698242188 ,0.247436523438
2.9308 ,8364761 ,-87 ,0 ,-0.0670776367188 ,0.0409545898438 ,0.965637207031 ,0.247680664062
2.9416 ,8365526 ,-87 ,0 ,-0.0662231445312 ,0.040771484375 ,0.965576171875 ,0.248107910156
2.957 ,8364972 ,-87 ,0 ,-0.0657348632812 ,0.0407104492188 ,0.965637207031 ,0.248229980469
2.9699 ,8364906 ,-87 ,0 ,-0.0652465820312 ,0.0406494140625 ,0.965637207031 ,0.248229980469
2.9801 ,8364637 ,-87 ,0 ,-0.0648193359375 ,0.04052734375 ,0.965698242188 ,0.248168945312
2.9907 ,8364207 ,-87 ,0 ,-0.064453125 ,0.0404663085938 ,0.965759277344 ,0.248046875
3.0015 ,8364367 ,-87 ,0 ,-0.0640258789062 ,0.0403442382812 ,0.9658203125 ,0.247802734375
3.0198 ,8363858 ,-87 ,0 ,-0.063720703125 ,0.040283203125 ,0.965881347656 ,0.247802734375
3.0306 ,8364010 ,-87 ,0 ,-0.0634155273438 ,0.0401611328125 ,0.965881347656 ,0.247802734375
3.0417 ,8363775 ,-87 ,0 ,-0.0626220703125 ,0.0399169921875 ,0.965942382812 ,0.247802734375
3.0561 ,8364342 ,-87 ,0 ,-0.0625 ,0.0399169921875 ,0.965942382812 ,0.247802734375
3.069 ,8363816 ,-87 ,-1 ,-0.0626220703125 ,0.0398559570312 ,0.965942382812 ,0.247802734375
3.0795 ,8364387 ,-87 ,-1 ,-0.0628051757812 ,0.0399169921875 ,0.965942382812 ,0.247924804688
3.0901 ,8364567 ,-87 ,-1 ,-0.0628662109375 ,0.0399169921875 ,0.965881347656 ,0.248107910156
3.101 ,8364180 ,-87 ,-1 ,-0.0625 ,0.039794921875 ,0.9658203125 ,0.248352050781
3.1119 ,8364079 ,-87 ,-1 ,-0.0610961914062 ,0.0394897460938 ,0.9658203125 ,0.248840332031
3.1269 ,8364183 ,-87 ,-1 ,-0.0604248046875 ,0.0393676757812 ,0.965759277344 ,0.249084472656
3.1374 ,8364488 ,-87 ,-1 ,-0.0601196289062 ,0.0394287109375 ,0.965759277344 ,0.249328613281
3.1483 ,8364201 ,-87 ,-1 ,-0.06005859375 ,0.03955078125 ,0.965759277344 ,0.249389648438
3.159 ,8364744 ,-87 ,-1 ,-0.060302734375 ,0.0397338867188 ,0.965698242188 ,0.249389648438
3.1701 ,8365221 ,-87 ,-1 ,-0.0612182617188 ,0.04052734375 ,0.965942382812 ,0.248107910156
3.197 ,8365733 ,-87 ,-1 ,-0.0614624023438 ,0.040771484375 ,0.966125488281 ,0.247375488281
3.2076 ,8365958 ,-87 ,-1 ,-0.0616455078125 ,0.041015625 ,0.96630859375 ,0.24658203125
3.2209 ,8365640 ,-87 ,0 ,-0.0616455078125 ,0.041259765625 ,0.966491699219 ,0.245788574219
3.232 ,8365882 ,-87 ,0 ,-0.0614624023438 ,0.0416259765625 ,0.966918945312 ,0.244079589844
3.2472 ,8366574 ,-87 ,0 ,-0.0613403320312 ,0.0418090820312 ,0.967102050781 ,0.243286132812
3.2577 ,8365986 ,-87 ,0 ,-0.0613403320312 ,0.0419921875 ,0.96728515625 ,0.242553710938
3.2691 ,8365951 ,-87 ,0 ,-0.0615844726562 ,0.042236328125 ,0.967468261719 ,0.241821289062
3.2802 ,8366270 ,-87 ,0 ,-0.0618286132812 ,0.04248046875 ,0.967590332031 ,0.241088867188
3.2911 ,8366886 ,-87 ,0 ,-0.0618896484375 ,0.042724609375 ,0.9677734375 ,0.240417480469
3.3018 ,8366588 ,-87 ,0 ,-0.06201171875 ,0.0431518554688 ,0.968078613281 ,0.239013671875
3.32 ,8367526 ,-87 ,0 ,-0.062255859375 ,0.0433959960938 ,0.968200683594 ,0.23828125
3.3305 ,8367301 ,-87 ,0 ,-0.0625 ,0.0436401367188 ,0.968383789062 ,0.237609863281
3.3411 ,8367640 ,-87 ,0 ,-0.0628662109375 ,0.0439453125 ,0.968505859375 ,0.236999511719
3.3519 ,8367924 ,-87 ,0 ,-0.0634155273438 ,0.04443359375 ,0.968688964844 ,0.235961914062
3.3701 ,8368055 ,-87 ,0 ,-0.0635986328125 ,0.0445556640625 ,0.96875 ,0.235534667969
3.3809 ,8368270 ,-87 ,0 ,-0.0637817382812 ,0.0447387695312 ,0.968872070312 ,0.235046386719
3.3917 ,8368595 ,-87 ,0 ,-0.064697265625 ,0.0451049804688 ,0.969055175781 ,0.233825683594
3.4062 ,8369024 ,-87 ,0 ,-0.065185546875 ,0.0452880859375 ,0.96923828125 ,0.233093261719
3.4191 ,8368955 ,-87 ,0 ,-0.065673828125 ,0.0454711914062 ,0.969360351562 ,0.232238769531
3.4302 ,8368685 ,-87 ,0 ,-0.0661010742188 ,0.0455932617188 ,0.969543457031 ,0.2314453125
3.441 ,8368910 ,-87 ,0 ,-0.0664672851562 ,0.045654296875 ,0.969665527344 ,0.230651855469
3.4515 ,8369000 ,-87 ,0 ,-0.067138671875 ,0.0458984375 ,0.969909667969 ,0.229370117188
3.4701 ,8369436 ,-87 ,0 ,-0.0675048828125 ,0.0458984375 ,0.970031738281 ,0.228881835938
3.4807 ,8369751 ,-87 ,0 ,-0.0679321289062 ,0.0458984375 ,0.970092773438 ,0.228454589844
3.4917 ,8369315 ,-87 ,0 ,-0.068603515625 ,0.0459594726562 ,0.97021484375 ,0.227783203125
3.5072 ,8370284 ,-87 ,0 ,-0.0684814453125 ,0.0459594726562 ,0.970275878906 ,0.227600097656
