time, Futek, ENCL, ENCR, X, Y, Z, W 
2.5747 ,8341259 ,-116 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.5852 ,8341304 ,-116 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.5959 ,8341401 ,-116 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.6063 ,8341442 ,-116 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.6167 ,8341238 ,-116 ,0 ,0.0 ,0.0 ,0.0 ,0.0
2.6272 ,8341737 ,-116 ,0 ,0.251708984375 ,-0.0106811523438 ,0.964233398438 ,0.0823364257812
2.6376 ,8341619 ,-116 ,0 ,0.251770019531 ,-0.0106201171875 ,0.964233398438 ,0.0823364257812
2.6481 ,8340878 ,-116 ,0 ,0.251770019531 ,-0.0105590820312 ,0.964233398438 ,0.0823364257812
2.6585 ,8341318 ,-116 ,0 ,0.251770019531 ,-0.0105590820312 ,0.964233398438 ,0.0823364257812
2.6692 ,8340598 ,-116 ,0 ,0.251892089844 ,-0.010498046875 ,0.964172363281 ,0.0824584960938
2.6846 ,8340979 ,-116 ,0 ,0.252014160156 ,-0.010498046875 ,0.964111328125 ,0.0826416015625
2.6951 ,8340484 ,-116 ,0 ,0.252197265625 ,-0.0104370117188 ,0.964050292969 ,0.082763671875
2.7055 ,8341124 ,-116 ,0 ,0.252319335938 ,-0.0104370117188 ,0.964050292969 ,0.0829467773438
2.7175 ,8341051 ,-116 ,0 ,0.25244140625 ,-0.0104370117188 ,0.963989257812 ,0.0831298828125
2.7285 ,8341595 ,-116 ,0 ,0.252563476562 ,-0.010498046875 ,0.963928222656 ,0.0833129882812
2.7392 ,8340020 ,-116 ,0 ,0.2529296875 ,-0.0106201171875 ,0.963806152344 ,0.083740234375
2.7543 ,8340408 ,-116 ,0 ,0.253051757812 ,-0.0106811523438 ,0.963745117188 ,0.083984375
2.7673 ,8341512 ,-116 ,0 ,0.253295898438 ,-0.0108032226562 ,0.963623046875 ,0.084716796875
2.8042 ,8340332 ,-116 ,0 ,0.253356933594 ,-0.0106811523438 ,0.963562011719 ,0.0848999023438
2.8169 ,8340491 ,-116 ,0 ,0.253540039062 ,-0.0106201171875 ,0.963500976562 ,0.0850830078125
2.8281 ,8340660 ,-116 ,0 ,0.253723144531 ,-0.0105590820312 ,0.963439941406 ,0.0852661132812
2.8385 ,8341083 ,-116 ,0 ,0.253967285156 ,-0.010498046875 ,0.96337890625 ,0.0855102539062
2.8492 ,8341539 ,-116 ,0 ,0.254272460938 ,-0.0103759765625 ,0.963256835938 ,0.0857543945312
