2019-09-08 18:25:09.363338,0
2019-09-08 18:25:09.374330,0
2019-09-08 18:25:09.384788,0
2019-09-08 18:25:09.395132,0
2019-09-08 18:25:09.405447,0
2019-09-08 18:25:09.415749,0
2019-09-08 18:25:09.426082,0
2019-09-08 18:25:09.436447,0
2019-09-08 18:25:09.446779,0
2019-09-08 18:25:09.457096,0
2019-09-08 18:25:09.467540,0
2019-09-08 18:25:09.477926,0
2019-09-08 18:25:09.488250,0
2019-09-08 18:25:09.498565,0
2019-09-08 18:25:09.508881,0
2019-09-08 18:25:09.519209,0
2019-09-08 18:25:09.529504,0
2019-09-08 18:25:09.539804,0
2019-09-08 18:25:09.550100,0
2019-09-08 18:25:09.560401,0
2019-09-08 18:25:09.570843,0
2019-09-08 18:25:09.581300,0
2019-09-08 18:25:09.591655,0
2019-09-08 18:25:09.602023,0
2019-09-08 18:25:09.612433,0
2019-09-08 18:25:09.622752,0
2019-09-08 18:25:09.633054,0
2019-09-08 18:25:09.643353,0
2019-09-08 18:25:09.653659,0
2019-09-08 18:25:09.664056,0
2019-09-08 18:25:09.674553,0
2019-09-08 18:25:09.685013,0
2019-09-08 18:25:09.695449,0
2019-09-08 18:25:09.705814,0
2019-09-08 18:25:09.716240,0
2019-09-08 18:25:09.726651,0
2019-09-08 18:25:09.736966,0
2019-09-08 18:25:09.747269,0
2019-09-08 18:25:09.757586,0
2019-09-08 18:25:09.767897,0
2019-09-08 18:25:09.778198,0
2019-09-08 18:25:09.788508,0
2019-09-08 18:25:09.798928,0
2019-09-08 18:25:09.809420,0
2019-09-08 18:25:09.819845,0
2019-09-08 18:25:09.830261,0
2019-09-08 18:25:09.840841,0
2019-09-08 18:25:09.851336,0
2019-09-08 18:25:09.861772,0
2019-09-08 18:25:09.872094,0
2019-09-08 18:25:09.882435,0
2019-09-08 18:25:09.892781,0
2019-09-08 18:25:09.903114,0
2019-09-08 18:25:09.913429,0
2019-09-08 18:25:09.923729,0
2019-09-08 18:25:09.934030,0
2019-09-08 18:25:09.944322,0
2019-09-08 18:25:09.954614,0
2019-09-08 18:25:09.964903,0
2019-09-08 18:25:09.975505,0
2019-09-08 18:25:09.986094,0
2019-09-08 18:25:09.996651,0
2019-09-08 18:25:10.007169,0
2019-09-08 18:25:10.017687,0
2019-09-08 18:25:10.028278,0
2019-09-08 18:25:10.038809,0
2019-09-08 18:25:10.049291,0
2019-09-08 18:25:10.059767,0
2019-09-08 18:25:10.070238,0
2019-09-08 18:25:10.080772,0
2019-09-08 18:25:10.091400,0
2019-09-08 18:25:10.101902,0
2019-09-08 18:25:10.112375,0
2019-09-08 18:25:10.122848,0
2019-09-08 18:25:10.133319,0
2019-09-08 18:25:10.143838,0
2019-09-08 18:25:10.154437,0
2019-09-08 18:25:10.164961,0
2019-09-08 18:25:10.175531,0
2019-09-08 18:25:10.186102,0
2019-09-08 18:25:10.196722,0
2019-09-08 18:25:10.207287,0
2019-09-08 18:25:10.217895,0
2019-09-08 18:25:10.228428,0
2019-09-08 18:25:10.239130,0
2019-09-08 18:25:10.250006,0
2019-09-08 18:25:10.261016,0
2019-09-08 18:25:10.272399,0
2019-09-08 18:25:10.283215,0
2019-09-08 18:25:10.294046,0
2019-09-08 18:25:10.304944,0
2019-09-08 18:25:10.315872,0
2019-09-08 18:25:10.326645,0
2019-09-08 18:25:10.337381,0
2019-09-08 18:25:10.348414,0
2019-09-08 18:25:10.359143,0
2019-09-08 18:25:10.369710,0
2019-09-08 18:25:10.380394,0
2019-09-08 18:25:10.391132,0
2019-09-08 18:25:10.401754,0
2019-09-08 18:25:10.412426,0
2019-09-08 18:25:10.423051,0
2019-09-08 18:25:10.433547,0
2019-09-08 18:25:10.444027,0
2019-09-08 18:25:10.454508,0
2019-09-08 18:25:10.464992,0
2019-09-08 18:25:10.475465,0
2019-09-08 18:25:10.486051,0
2019-09-08 18:25:10.496780,0
2019-09-08 18:25:10.507372,0
2019-09-08 18:25:10.518006,0
2019-09-08 18:25:10.528638,0
2019-09-08 18:25:10.539284,0
2019-09-08 18:25:10.550099,0
2019-09-08 18:25:10.560890,0
2019-09-08 18:25:10.571557,0
2019-09-08 18:25:10.582067,0
2019-09-08 18:25:10.592590,0
2019-09-08 18:25:10.603171,0
2019-09-08 18:25:10.613688,0
2019-09-08 18:25:10.624220,0
2019-09-08 18:25:10.634706,0
2019-09-08 18:25:10.645178,0
2019-09-08 18:25:10.655660,0
2019-09-08 18:25:10.666176,0
2019-09-08 18:25:10.676754,0
2019-09-08 18:25:10.687362,0
2019-09-08 18:25:10.698015,0
2019-09-08 18:25:10.708677,0
2019-09-08 18:25:10.719252,0
2019-09-08 18:25:10.729826,0
2019-09-08 18:25:10.740577,0
2019-09-08 18:25:10.751281,0
2019-09-08 18:25:10.761918,0
2019-09-08 18:25:10.772526,0
2019-09-08 18:25:10.783061,0
2019-09-08 18:25:10.793642,0
2019-09-08 18:25:10.804581,0
2019-09-08 18:25:10.815108,0
2019-09-08 18:25:10.825601,0
2019-09-08 18:25:10.836112,0
2019-09-08 18:25:10.846596,0
2019-09-08 18:25:10.857143,0
2019-09-08 18:25:10.867618,0
2019-09-08 18:25:10.878099,0
2019-09-08 18:25:10.888591,0
2019-09-08 18:25:10.899065,0
2019-09-08 18:25:10.909546,0
2019-09-08 18:25:10.920147,0
