1567992240.068496,-2.16
1567992240.081213,-2.16
1567992240.095803,-2.16
1567992240.103516,-2.16
1567992240.116225,-2.16
1567992240.130607,-2.16
1567992240.149255,-2.16
1567992240.16594,-2.16
1567992240.176882,-2.16
1567992240.197011,-2.16
1567992240.204234,-2.16
1567992240.227968,-2.16
1567992240.243791,-2.16
1567992240.252308,-2.16
1567992240.296115,-2.16
1567992240.302922,-2.16
1567992240.313581,-2.16
1567992240.344307,-2.16
1567992240.351112,-2.16
1567992240.358796,-2.16
1567992240.378397,-2.16
1567992240.39475,-2.16
1567992240.406134,-2.16
1567992240.419615,-2.16
1567992240.437707,-2.16
1567992240.450634,-2.16
1567992240.466889,-2.16
1567992240.485305,-2.16
1567992240.500287,-2.16
1567992240.514713,-2.16
1567992240.536225,-2.16
1567992240.549194,-2.16
1567992240.559834,-2.16
1567992240.575079,-2.16
1567992240.593962,-2.16
1567992240.60597,-2.16
1567992240.629958,-2.16
1567992240.64446,-2.16
1567992240.655453,-2.16
1567992240.668572,-2.16
1567992240.686803,-2.16
1567992240.702182,-2.16
1567992240.717093,-2.16
1567992240.768788,-2.16
1567992240.775272,-2.16
1567992240.785565,-2.16
1567992240.802912,-2.16
1567992240.819937,-2.16
1567992240.845494,-2.16
1567992240.853676,-2.16
1567992240.865729,-2.16
1567992240.880807,-2.16
1567992240.89532,-2.16
1567992240.911561,-2.16
1567992240.926538,-2.16
1567992240.955231,-2.16
1567992240.961914,-2.16
1567992240.976449,-2.16
1567992240.99714,-2.16
1567992241.013294,-2.16
1567992241.026264,-2.16
1567992241.051712,-2.16
1567992241.062398,-2.16
1567992241.0754,-2.16
1567992241.089264,-2.16
1567992241.108351,-2.16
1567992241.121326,-2.16
1567992241.141929,-2.16
1567992241.157082,-2.16
1567992241.172723,-2.16
1567992241.18413,-2.16
1567992241.199023,-2.16
1567992241.213586,-2.16
1567992241.229359,-2.16
1567992241.27288,-2.16
1567992241.284433,-2.16
1567992241.294493,-2.16
1567992241.313214,-2.16
1567992241.323,-2.16
1567992241.346345,-2.16
1567992241.358033,-2.16
1567992241.369363,-2.16
1567992241.387184,-2.16
1567992241.402794,-2.16
1567992241.421608,-2.16
1567992241.435764,-2.16
1567992241.459217,-2.16
1567992241.471996,-2.16
1567992241.482228,-2.16
1567992241.498257,-2.16
1567992241.517445,-2.16
1567992241.529178,-2.16
1567992241.544854,-2.16
1567992241.566504,-2.16
1567992241.58001,-2.16
1567992241.591017,-2.16
1567992241.605835,-2.16
1567992241.621318,-2.16
1567992241.636649,-2.16
1567992241.662427,-2.16
1567992241.693831,-2.16
1567992241.701003,-2.16
1567992241.714888,-2.16
1567992241.738204,-2.16
1567992241.74825,-2.16
1567992241.768854,-2.16
1567992241.784643,-2.16
1567992241.796372,-2.16
1567992241.810752,-2.16
1567992241.826984,-2.16
1567992241.842729,-2.16
1567992241.895837,-2.16
1567992241.905769,-2.16
1567992241.917984,-1.44
1567992241.931225,-1.44
1567992241.940614,-1.44
1567992241.966087,-1.44
1567992241.972627,-1.44
1567992241.983062,-1.44
1567992241.99595,-1.44
1567992242.013503,-1.44
1567992242.037095,-1.44
1567992242.044969,-1.44
1567992242.063377,-1.44
1567992242.077112,-1.44
1567992242.110386,-1.44
1567992242.11738,-1.44
1567992242.124143,-1.44
1567992242.135738,-1.44
1567992242.15105,-1.44
1567992242.177568,-1.44
1567992242.184278,-1.44
1567992242.197703,-1.44
1567992242.212738,-1.44
1567992242.227848,-1.44
1567992242.244486,-1.44
1567992242.261889,-1.44
1567992242.284345,-1.44
1567992242.292313,-1.44
1567992242.314463,-1.44
1567992242.400146,-1.44
1567992242.421129,-1.44
1567992242.457958,-1.44
1567992242.464275,-1.44
1567992242.491131,-1.44
1567992242.50223,-1.44
1567992242.541319,-1.44
1567992242.55204,-1.44
1567992242.56083,-1.44
1567992242.572553,-1.44
1567992242.592296,-1.44
1567992242.598541,-1.44
1567992242.612211,-1.44
1567992242.629523,-1.44
1567992242.647173,-1.44
1567992242.663441,-1.44
1567992242.678082,-1.44
1567992242.696677,-1.44
1567992242.70659,-1.44
1567992242.757728,-1.44
1567992242.766451,-1.44
1567992242.786607,-1.44
1567992242.808442,-1.44
1567992242.81506,-1.44
1567992242.821446,-1.44
1567992242.871974,-1.44
1567992242.890018,-1.44
1567992242.916565,-1.44
1567992242.922849,-1.44
1567992242.936234,-1.44
1567992242.952568,-1.44
1567992242.967273,-1.44
1567992242.983863,-1.44
1567992243.000295,-1.44
1567992243.017001,-1.44
1567992243.033507,-1.44
1567992243.052361,-1.44
1567992243.067302,-1.44
1567992243.080729,-1.44
1567992243.103998,-1.44
1567992243.11387,-1.44
1567992243.127696,-1.44
1567992243.143888,-1.44
1567992243.170188,-1.44
1567992243.176976,-1.44
1567992243.203596,-1.44
1567992243.209985,-1.44
1567992243.221569,-1.44
1567992243.243375,-1.44
1567992243.251516,-1.44
1567992243.267559,-1.44
1567992243.286675,-1.44
1567992243.316713,-1.44
1567992243.32524,-1.44
1567992243.335834,-1.44
1567992243.350944,-1.44
1567992243.367427,-1.44
1567992243.419266,-1.44
1567992243.428819,-1.44
1567992243.439461,-1.44
1567992243.455357,-1.44
1567992243.469591,-1.44
1567992243.487848,-1.44
1567992243.511169,-1.44
1567992243.52749,-1.44
1567992243.534551,-1.44
1567992243.546244,-1.44
1567992243.56726,-1.44
1567992243.578175,-1.44
1567992243.59902,-1.44
1567992243.619171,-1.44
1567992243.629341,-1.44
1567992243.643251,-1.44
1567992243.660455,-1.44
1567992243.679068,-1.44
1567992243.699543,-1.44
1567992243.717462,-1.44
1567992243.729698,-1.44
1567992243.746278,-1.44
1567992243.760439,-1.44
1567992243.777152,-1.44
1567992243.791627,-1.44
1567992243.813905,-1.44
1567992243.824954,-1.44
1567992243.839239,-1.44
1567992243.853767,-1.44
1567992243.880298,-1.44
1567992243.890105,-1.44
1567992243.905561,-1.44
1567992243.921655,-1.44
1567992243.938681,-1.44
1567992243.952938,-1.44
1567992243.979332,-1.44
1567992243.988322,-1.44
1567992244.003496,-1.44
1567992244.023129,-1.44
1567992244.034818,-1.44
1567992244.05296,-1.44
1567992244.068408,-1.44
1567992244.085411,-1.44
1567992244.099781,-1.44
1567992244.128693,-1.44
1567992244.137246,-1.44
1567992244.1486,-1.44
1567992244.170306,-1.44
1567992244.185913,-1.44
1567992244.193735,-1.44
1567992244.2115,-1.44
1567992244.229148,-1.44
1567992244.242031,-1.44
1567992244.255296,-1.44
1567992244.273641,-1.44
1567992244.287276,-1.44
1567992244.302783,-1.44
1567992244.329253,-1.44
1567992244.338495,-1.44
1567992244.352191,-1.44
1567992244.366402,-1.44
1567992244.394225,-1.44
1567992244.400906,-1.44
1567992244.425537,-1.44
1567992244.437844,-1.44
1567992244.445769,-1.44
1567992244.459173,-1.44
1567992244.474561,-1.44
1567992244.493232,-1.44
1567992244.510194,-1.44
1567992244.53845,-1.44
1567992244.546733,-1.44
1567992244.555878,-1.44
1567992244.568095,-1.44
1567992244.584055,-1.44
1567992244.598442,-1.44
1567992244.613742,-1.44
1567992244.650064,-1.44
1567992244.663904,-1.44
1567992244.671058,-1.44
1567992244.683229,-1.44
1567992244.696745,-1.44
1567992244.713038,-1.44
1567992244.74199,-1.44
1567992244.752786,-1.44
1567992244.762366,-1.44
1567992244.77793,-1.44
1567992244.795266,-1.44
1567992244.810838,-1.44
1567992244.827738,-1.44
1567992244.843058,-1.44
1567992244.86012,-1.44
1567992244.873997,-1.44
1567992244.940187,-1.44
1567992244.947326,-1.44
1567992244.955422,-1.44
1567992244.968796,-1.44
1567992244.981325,-1.44
1567992244.998039,-1.44
1567992245.013468,-1.44
1567992245.031012,-1.44
1567992245.059418,-1.44
1567992245.06635,-1.44
1567992245.07682,-1.44
1567992245.090247,-1.44
