1567993477.46918,0,0.72,-0.014518
1567993478.46918,0,0.72,-0.01413
1567993479.46918,0,0.72,-0.013762
1567993480.46918,0,0.72,-0.015531
1567993481.46918,0,0.72,-0.015205
1567993482.46918,0,0.72,-0.014952
1567993483.46918,0,0.72,-0.014782
1567993484.46918,0,0.72,-0.014702
1567993485.46918,0,0.72,-0.014711
1567993486.46918,0,0.72,-0.014805
1567993487.46918,0,0.72,-0.014968
1567993488.46918,0,0.72,-0.017234
1567993489.46918,0,0.72,-0.017503
1567993490.46918,0,0.72,-0.01778
1567993491.46918,0,0.72,-0.018048
1567993492.46918,0,0.72,-0.018296
1567993493.46918,0,0.72,-0.018511
1567993494.46918,0,0.72,-0.018687
1567993495.46918,0,0.72,-0.018825
1567993496.46918,0,0.72,-0.018925
1567993497.46918,0,0.72,-0.018981
1567993498.46918,-0.72,0,-0.025773
1567993499.46918,-0.72,0,-0.027971
1567993500.46918,-0.72,0,-0.027847
1567993501.46918,-0.72,0,-0.032153
1567993502.46918,-0.72,0,-0.031942
1567993503.46918,-0.72,0,-0.029527
1567993504.46918,0,0,-0.027156
1567993505.46918,0,0,-0.024831
1567993506.46918,0,0,-0.022539
1567993507.46918,0,0,-0.020271
1567993508.46918,0,0,-0.020168
1567993509.46918,0,0,-0.022192
1567993510.46918,0,0,-0.022057
1567993511.46918,0,0,-0.028233
1567993512.46918,0,0,-0.030127
1567993513.46918,0,0,-0.034082
1567993514.46918,0,0,-0.033881
1567993515.46918,0,0,-0.031663
1567993516.46918,0,0,-0.035659
1567993517.46918,0,0,-0.035603
1567993518.46918,0,0,-0.037664
1567993519.46918,0,0,-0.039803
1567993520.46918,0,0,-0.042025
1567993521.46918,0,0,-0.042255
1567993522.46918,0,0,-0.042515
1567993523.46918,0,0,-0.044868
1567993524.46918,0,0,-0.042987
1567993525.46918,0,0,-0.043141
1567993526.46918,0,0,-0.041111
1567993527.46918,0,0,-0.036908
1567993528.46918,0,0,-0.036925
1567993529.46918,0,0,-0.03907
1567993530.46918,0,0,-0.039118
1567993531.46918,-0.72,0,-0.039214
1567993532.46918,-0.72,0,-0.039374
1567993533.46918,-0.72,0,-0.041751
1567993534.46918,-0.72,0,-0.042035
1567993535.46918,-0.72,0,-0.042329
1567993536.46918,-0.72,0,-0.0426
1567993537.46918,-0.72,0,-0.040622
1567993538.46918,-0.72,0,-0.03857
1567993539.46918,-0.72,0,-0.038662
1567993540.46918,-0.72,0,-0.034232
1567993541.46918,-0.72,0,-0.029741
1567993542.46918,-0.72,0,-0.027437
1567993543.46918,-0.72,0,-0.025113
1567993544.46918,-0.72,0,-0.022783
1567993545.46918,-0.72,0,-0.018283
1567993546.46918,-0.72,0,-0.018165
1567993547.46918,-0.72,0,-0.013753
1567993548.46918,-0.72,0,-0.011539
1567993549.46918,-0.72,0,-0.0072246
1567993550.46918,-0.72,0,-0.0071949
1567993551.46918,-0.72,0,-0.0029412
1567993552.46918,-0.72,0,0.0012827
1567993553.46918,-0.72,0,0.0033866
1567993554.46918,-0.72,0,0.0054987
1567993555.46918,-0.72,0,0.0055179
1567993556.46918,-0.72,0,0.003419
1567993557.46918,-0.72,0,0.0012997
1567993558.46918,-0.72,0,0.0013047
1567993559.46918,-1.44,0,-0.0072882
1567993560.46918,-1.44,0,-0.0072971
1567993561.46918,-1.44,0,-0.0073022
1567993562.46918,-1.44,0,-0.0094604
1567993563.46918,-1.44,0,-0.0094649
1567993564.46918,-1.44,0,-0.0051573
1567993565.46918,-1.44,0,0.0077903
1567993566.46918,-1.44,0,0.0078043
1567993567.46918,-1.44,0,0.012158
1567993568.46918,-1.44,0,0.014359
1567993569.46918,-1.44,0,0.018732
1567993570.46918,-1.44,0,0.018736
1567993571.46918,-1.44,0,0.023062
1567993572.46918,-1.44,0,0.023014
1567993573.46918,-1.44,0,0.025119
1567993574.46918,-1.44,0,0.025047
1567993575.46918,-1.44,0,0.024973
1567993576.46918,-1.44,0,0.024903
1567993577.46918,-1.44,0,0.024844
1567993578.46918,-1.44,0,0.024803
1567993579.46918,-1.44,0,0.026921
1567993580.46918,-1.44,0,0.026935
1567993581.46918,-1.44,0,0.031262
1567993582.46918,-1.44,0,0.0335
1567993583.46918,-1.44,0,0.035784
1567993584.46918,-1.44,0,0.035949
1567993585.46918,-1.44,0,0.038314
1567993586.46918,-1.44,0,0.038535
1567993587.46918,-1.44,0,0.038757
1567993588.46918,-1.44,0,0.036741
1567993589.46918,-1.44,0,0.036876
1567993590.46918,-1.44,0,0.034724
